rainfall_mm,slope_deg,susceptibility,soil_saturation,past_incidents,risk_probability,slide_occurred
59.5,49.2,0.712,0.26,5,0.844,1
66.0,33.9,0.049,0.285,1,0.202,0
0.5,37.2,0.185,0.074,3,0.187,0
24.2,47.3,0.68,0.274,2,0.66,1
29.5,24.7,0.769,0.08,5,0.292,0
0.9,41.0,0.107,0.23,4,0.299,0
13.5,29.1,0.541,0.069,5,0.318,0
64.3,33.7,0.306,0.377,1,0.308,0
6.6,35.7,0.233,0.137,1,0.207,0
34.5,20.0,0.574,0.132,3,0.255,0
10.9,27.2,0.148,0.222,1,0.114,0
0.5,48.5,0.155,0.226,1,0.297,0
12.4,43.9,0.381,0.144,1,0.322,0
167.6,34.4,0.447,0.599,3,0.83,1
72.8,37.4,0.729,0.137,3,0.489,0
144.4,32.1,0.245,0.381,0,0.527,1
30.1,48.6,0.214,0.324,0,0.38,0
5.2,33.0,0.293,0.144,0,0.079,0
35.7,37.3,0.281,0.084,2,0.209,0
27.3,46.5,0.571,0.158,2,0.472,0
83.7,27.2,0.419,0.271,4,0.319,0
4.6,50.6,0.141,0.148,1,0.248,0
30.1,19.7,0.467,0.191,6,0.137,0
7.3,51.3,0.161,0.181,4,0.431,0
17.7,31.3,0.545,0.186,7,0.392,0
60.2,32.6,0.057,0.399,0,0.186,0
29.1,16.1,0.684,0.252,7,0.236,0
21.2,30.5,0.168,0.236,1,0.107,0
22.6,24.6,0.548,0.296,4,0.237,0
27.7,28.9,0.558,0.183,1,0.106,0
69.2,33.6,0.188,0.21,2,0.143,0
100.2,44.6,0.512,0.48,8,0.874,1
139.9,37.1,0.548,0.487,5,0.844,1
69.6,38.1,0.258,0.323,2,0.372,0
17.1,24.0,0.658,0.139,4,0.217,0
52.4,26.2,0.347,0.223,4,0.287,0
25.9,53.0,0.113,0.278,0,0.367,0
13.2,27.6,0.234,0.26,1,0.152,0
82.7,51.6,0.304,0.406,3,0.724,1
1.8,32.6,0.185,0.218,2,0.226,0
104.4,35.0,0.121,0.439,5,0.551,1
27.9,45.7,0.264,0.226,0,0.318,0
45.6,47.7,0.5,0.242,2,0.485,0
48.5,33.9,0.497,0.36,2,0.288,0
101.5,31.1,0.219,0.357,2,0.377,0
45.6,34.4,0.154,0.286,1,0.24,0
42.8,38.4,0.265,0.186,3,0.191,0
3.1,43.9,0.402,0.104,4,0.364,0
32.9,35.0,0.136,0.208,1,0.156,0
7.3,41.2,0.317,0.103,1,0.14,0
60.2,51.4,0.371,0.354,2,0.618,1
32.3,38.8,0.417,0.118,9,0.444,0
51.3,38.1,0.372,0.278,0,0.156,0
1.9,19.8,0.739,0.165,4,0.176,0
4.0,10.0,0.65,0.05,2,0.07,0
56.7,38.9,0.892,0.247,2,0.6,1
3.4,34.1,0.16,0.178,1,0.162,0
3.3,29.9,0.13,0.192,1,0.092,0
0.5,37.4,0.395,0.135,3,0.332,0
141.1,34.4,0.179,0.533,5,0.765,1
60.2,46.3,0.447,0.282,6,0.711,1
19.6,35.9,0.276,0.197,3,0.171,0
15.8,27.5,0.1,0.207,3,0.12,0
19.4,44.9,0.518,0.269,4,0.559,1
67.1,32.8,0.752,0.252,2,0.391,0
48.7,40.3,0.327,0.225,1,0.233,0
9.2,30.2,0.371,0.118,2,0.091,0
8.6,28.5,0.44,0.144,3,0.216,0
4.7,35.8,0.454,0.275,4,0.352,0
48.6,35.1,0.682,0.309,5,0.506,1
65.0,39.8,0.415,0.211,2,0.338,0
13.9,32.3,0.884,0.134,6,0.443,0
1.0,16.6,0.553,0.182,3,0.123,0
3.9,30.7,0.143,0.086,1,0.07,0
154.7,42.9,0.287,0.453,3,0.822,1
15.8,32.0,0.226,0.294,3,0.26,0
66.0,32.5,0.903,0.255,5,0.525,1
44.1,44.9,0.313,0.329,4,0.511,1
21.7,27.9,0.669,0.301,7,0.455,0
10.4,19.6,0.175,0.116,1,0.12,0
5.8,33.4,0.396,0.092,4,0.253,0
43.0,30.2,0.287,0.228,6,0.275,0
67.1,25.3,0.724,0.219,1,0.206,0
46.5,33.2,0.165,0.268,3,0.139,0
34.0,39.9,0.171,0.213,5,0.339,0
1.9,34.9,0.183,0.183,1,0.145,0
155.6,38.1,0.249,0.625,2,0.774,1
72.1,53.1,0.298,0.384,1,0.658,1
15.6,31.6,0.476,0.226,3,0.241,0
176.0,37.8,0.518,0.403,1,0.8,1
41.4,29.9,0.219,0.282,2,0.246,0
39.3,26.5,0.348,0.38,0,0.171,0
62.0,29.2,0.75,0.054,1,0.273,0
75.2,30.2,0.678,0.381,5,0.493,0
48.1,38.6,0.094,0.249,2,0.26,0
6.2,58.5,0.12,0.096,2,0.464,0
18.6,27.8,0.201,0.257,3,0.197,0
118.5,30.8,0.431,0.563,1,0.545,1
11.4,34.4,0.312,0.239,4,0.222,0
20.9,39.0,0.19,0.169,1,0.195,0
25.5,37.6,0.133,0.134,2,0.184,0
26.0,47.8,0.498,0.222,4,0.664,1
42.7,10.7,0.478,0.32,0,0.091,0
129.0,11.1,0.5,0.42,6,0.557,1
12.4,30.0,0.289,0.156,5,0.275,0
5.8,46.0,0.7,0.389,3,0.698,1
9.9,19.3,0.324,0.259,2,0.096,0
98.1,10.0,0.548,0.471,2,0.13,0
46.7,40.7,0.243,0.142,2,0.23,0
15.2,37.4,0.446,0.129,2,0.274,0
76.2,24.1,0.709,0.334,4,0.342,0
88.9,25.1,0.467,0.277,3,0.327,0
84.3,25.3,0.484,0.475,4,0.289,0
113.1,36.1,0.231,0.527,0,0.516,1
13.1,28.7,0.665,0.138,2,0.252,0
63.3,39.9,0.456,0.44,3,0.422,0
27.8,10.0,0.243,0.214,3,0.107,0
83.0,26.4,0.349,0.551,1,0.32,0
58.7,23.7,0.558,0.298,1,0.246,0
67.4,32.4,0.635,0.353,3,0.389,0
48.0,29.6,0.66,0.374,2,0.33,0
8.8,43.0,0.164,0.273,1,0.31,0
35.4,16.4,0.366,0.274,2,0.127,0
188.0,35.5,0.318,0.577,4,0.908,1
124.7,40.6,0.239,0.482,1,0.666,1
2.0,53.6,0.509,0.089,3,0.616,1
8.1,30.2,0.752,0.181,8,0.437,0
6.4,38.2,0.311,0.076,3,0.231,0
58.3,17.0,0.229,0.143,2,0.134,0
76.6,11.1,0.541,0.333,4,0.151,0
10.8,43.4,0.359,0.276,1,0.31,0
31.7,34.9,0.087,0.298,0,0.186,0
82.7,46.8,0.115,0.336,1,0.534,1
59.4,21.3,0.343,0.428,2,0.086,0
35.2,40.2,0.252,0.187,3,0.369,0
40.2,53.7,0.225,0.09,3,0.473,0
32.0,39.2,0.326,0.05,4,0.324,0
15.9,37.8,0.243,0.093,2,0.248,0
37.5,35.1,0.248,0.303,0,0.245,0
52.5,19.3,0.12,0.222,0,0.062,0
93.0,48.6,0.444,0.404,2,0.735,1
45.5,28.9,0.76,0.388,3,0.359,0
64.4,40.0,0.027,0.212,1,0.221,0
7.8,19.4,0.326,0.207,3,0.179,0
27.9,23.2,0.376,0.258,2,0.139,0
0.4,49.4,0.481,0.082,4,0.445,0
12.7,31.5,0.153,0.288,0,0.107,0
58.3,49.5,0.365,0.263,2,0.473,0
216.2,34.2,0.441,0.624,1,0.817,1
4.7,16.6,0.616,0.33,8,0.284,0
23.1,43.9,0.372,0.246,2,0.335,0
72.4,29.1,0.539,0.393,4,0.362,0
10.3,42.0,0.507,0.282,4,0.452,0
36.4,35.3,0.617,0.183,3,0.339,0
59.4,19.6,0.368,0.389,1,0.158,0
43.1,36.6,0.075,0.21,1,0.215,0
9.4,57.0,0.656,0.128,5,0.944,1
19.8,39.9,0.115,0.174,5,0.309,0
68.9,34.4,0.324,0.261,1,0.283,0
36.4,45.8,0.559,0.301,5,0.577,1
0.2,37.1,0.31,0.172,2,0.204,0
64.4,37.1,0.752,0.261,0,0.401,0
1.6,24.1,0.283,0.208,4,0.125,0
61.6,37.3,0.416,0.272,2,0.31,0
10.2,45.4,0.365,0.148,3,0.369,0
142.7,26.6,0.418,0.487,4,0.67,1
20.6,49.2,0.18,0.235,0,0.42,0
17.8,34.1,0.539,0.223,0,0.224,0
7.3,26.1,0.363,0.138,4,0.261,0
16.4,45.0,0.581,0.256,4,0.621,1
94.2,32.1,0.229,0.352,1,0.295,0
252.4,42.6,0.617,0.687,1,0.951,1
20.7,32.1,0.087,0.081,1,0.111,0
26.8,34.4,0.617,0.291,3,0.339,0
57.6,39.9,0.327,0.285,4,0.368,0
97.8,37.9,0.381,0.395,3,0.541,1
40.5,15.0,0.26,0.328,0,0.095,0
22.4,23.8,0.404,0.164,3,0.17,0
23.9,44.3,0.178,0.096,2,0.27,0
53.5,33.7,0.429,0.28,2,0.268,0
0.1,29.8,0.308,0.175,3,0.215,0
43.5,21.4,0.461,0.23,5,0.201,0
19.8,24.2,0.264,0.314,3,0.215,0
71.1,14.8,0.556,0.117,3,0.085,0
4.4,34.0,0.79,0.25,7,0.572,1
39.9,29.0,0.418,0.306,3,0.25,0
29.5,25.3,0.468,0.255,2,0.141,0
46.3,34.3,0.223,0.05,1,0.148,0
3.0,38.6,0.36,0.26,1,0.26,0
39.0,55.9,0.305,0.159,2,0.617,1
37.1,19.9,0.569,0.196,2,0.07,0
37.0,46.6,0.409,0.223,5,0.57,1
41.6,44.7,0.112,0.28,2,0.301,0
50.8,27.2,0.263,0.32,2,0.225,0
73.6,37.0,0.869,0.393,5,0.682,1
14.2,30.4,0.543,0.248,5,0.404,0
78.4,36.9,0.07,0.353,1,0.243,0
31.0,50.1,0.578,0.256,2,0.687,1
3.6,41.1,0.262,0.071,2,0.224,0
2.7,40.1,0.564,0.096,4,0.339,0
18.3,30.7,0.584,0.264,4,0.307,0
69.1,20.2,0.303,0.378,3,0.232,0
55.3,32.9,0.624,0.337,2,0.279,0
69.9,47.1,0.399,0.272,4,0.635,1
32.8,19.7,0.315,0.299,2,0.124,0
26.1,24.4,0.459,0.118,0,0.134,0
7.2,36.3,0.391,0.253,2,0.248,0
17.9,25.2,0.639,0.171,2,0.153,0
25.6,27.1,0.294,0.344,5,0.195,0
4.2,30.8,0.197,0.05,4,0.208,0
11.2,21.3,0.657,0.317,6,0.289,0
41.0,25.3,0.538,0.217,10,0.447,0
59.9,42.0,0.398,0.259,3,0.447,0
288.2,21.9,0.274,0.838,0,0.674,1
121.7,19.0,0.471,0.378,5,0.567,1
46.3,28.7,0.364,0.252,3,0.141,0
24.6,42.3,0.533,0.148,0,0.201,0
45.5,33.0,0.156,0.2,1,0.236,0
69.3,30.4,0.52,0.351,0,0.19,0
5.7,35.4,0.507,0.091,2,0.184,0
23.7,17.5,0.392,0.144,4,0.127,0
82.4,39.9,0.308,0.232,2,0.329,0
21.8,38.8,0.263,0.161,2,0.217,0
38.2,30.9,0.207,0.344,0,0.113,0
39.9,45.1,0.571,0.175,6,0.602,1
9.2,23.7,0.539,0.113,3,0.173,0
20.2,46.3,0.459,0.213,2,0.416,0
18.3,36.5,0.697,0.163,4,0.388,0
1.2,31.6,0.403,0.331,2,0.224,0
1.1,34.8,0.394,0.14,3,0.274,0
80.2,33.9,0.351,0.364,0,0.346,0
14.4,47.2,0.468,0.259,1,0.429,0
32.8,24.2,0.634,0.301,2,0.266,0
16.0,27.4,0.29,0.206,5,0.252,0
127.1,45.4,0.436,0.434,4,0.82,1
13.5,29.0,0.273,0.343,4,0.172,0
25.3,44.0,0.345,0.201,2,0.314,0
92.8,52.0,0.145,0.331,2,0.716,1
83.0,31.0,0.126,0.292,1,0.213,0
9.3,41.8,0.396,0.05,3,0.217,0
73.0,23.5,0.404,0.386,3,0.233,0
27.6,42.5,0.3,0.05,3,0.206,0
29.7,37.0,0.496,0.219,2,0.247,0
6.4,39.7,0.331,0.149,1,0.198,0
3.8,28.5,0.353,0.338,2,0.185,0
58.6,18.4,0.189,0.14,2,0.162,0
30.9,40.0,0.453,0.15,2,0.326,0
25.8,14.4,0.633,0.199,3,0.078,0
58.8,31.8,0.419,0.271,1,0.211,0
65.3,44.4,0.236,0.258,1,0.359,0
7.8,36.9,0.35,0.162,3,0.242,0
42.4,54.5,0.259,0.148,2,0.505,1
6.5,45.3,0.405,0.194,3,0.336,0
62.6,28.5,0.234,0.11,6,0.235,0
48.1,35.3,0.332,0.26,2,0.237,0
141.2,34.5,0.57,0.431,4,0.692,1
3.2,19.2,0.299,0.239,3,0.15,0
2.6,25.6,0.258,0.297,2,0.088,0
14.9,29.4,0.413,0.158,0,0.161,0
13.7,14.6,0.676,0.293,3,0.156,0
12.8,35.5,0.691,0.154,6,0.426,0
106.5,32.5,0.232,0.321,1,0.427,0
12.9,18.3,0.538,0.32,5,0.217,0
14.3,39.0,0.224,0.225,2,0.226,0
64.1,42.2,0.653,0.3,4,0.613,1
26.9,37.3,0.804,0.268,5,0.62,1
67.5,31.8,0.572,0.329,4,0.409,0
3.0,40.9,0.512,0.152,1,0.329,0
30.1,41.8,0.318,0.114,3,0.207,0
1.5,38.1,0.413,0.132,4,0.306,0
2.9,26.8,0.751,0.207,6,0.275,0
106.6,37.8,0.346,0.389,1,0.519,1
6.7,47.0,0.094,0.238,1,0.308,0
34.2,29.0,0.427,0.261,3,0.289,0
23.8,56.0,0.447,0.135,2,0.596,1
19.2,29.7,0.109,0.089,3,0.134,0
103.5,35.3,0.032,0.379,2,0.408,0
1.0,28.3,0.293,0.11,2,0.103,0
49.1,37.2,0.159,0.291,4,0.346,0
148.8,17.6,0.188,0.44,3,0.512,1
37.0,29.5,0.287,0.187,3,0.198,0
124.3,24.1,0.349,0.524,1,0.472,0
2.4,36.4,0.54,0.167,2,0.264,0
24.4,44.9,0.551,0.151,5,0.501,1
13.6,41.5,0.289,0.183,2,0.268,0
59.1,11.3,0.504,0.398,2,0.081,0
179.1,55.4,0.275,0.591,2,0.973,1
13.3,38.0,0.649,0.229,3,0.435,0
47.8,27.2,0.55,0.201,5,0.239,0
9.9,36.6,0.147,0.255,2,0.143,0
37.5,36.8,0.384,0.423,1,0.286,0
28.1,28.3,0.153,0.152,0,0.078,0
160.9,37.0,0.469,0.431,1,0.79,1
42.2,28.9,0.9,0.263,4,0.441,0
19.4,31.0,0.243,0.265,2,0.091,0
5.5,28.1,0.425,0.155,6,0.287,0
7.4,20.7,0.397,0.083,3,0.081,0
11.5,36.5,0.263,0.168,3,0.231,0
13.0,40.9,0.522,0.228,4,0.399,0
85.6,40.1,0.908,0.317,2,0.753,1
37.1,43.2,0.316,0.285,1,0.388,0
33.3,38.2,0.307,0.321,1,0.266,0
5.5,29.7,0.701,0.182,2,0.271,0
88.5,43.4,0.336,0.354,1,0.511,1
57.7,21.4,0.477,0.351,2,0.2,0
3.2,26.0,0.136,0.089,3,0.152,0
55.4,25.4,0.326,0.203,1,0.157,0
35.3,45.8,0.116,0.211,1,0.321,0
3.8,44.4,0.255,0.12,6,0.419,0
27.6,39.9,0.262,0.15,3,0.364,0
29.8,45.7,0.449,0.366,2,0.531,1
8.2,26.2,0.565,0.343,3,0.174,0
131.1,38.5,0.473,0.428,3,0.775,1
85.4,33.7,0.081,0.357,3,0.352,0
49.8,43.5,0.209,0.251,5,0.437,0
27.9,33.8,0.32,0.304,5,0.341,0
23.9,31.2,0.399,0.31,1,0.22,0
47.4,40.4,0.067,0.118,1,0.145,0
35.5,43.8,0.673,0.271,2,0.591,1
2.9,28.3,0.274,0.052,6,0.201,0
32.3,34.4,0.221,0.366,4,0.26,0
73.9,24.4,0.423,0.358,3,0.23,0
27.7,10.0,0.107,0.149,3,0.12,0
2.4,37.0,0.146,0.136,1,0.153,0
69.4,41.1,0.39,0.289,0,0.316,0
10.1,37.6,0.384,0.216,3,0.267,0
13.5,15.5,0.627,0.265,4,0.078,0
8.1,31.5,0.101,0.077,1,0.089,0
18.0,12.8,0.696,0.339,6,0.135,0
63.6,48.7,0.364,0.427,1,0.561,1
33.0,24.1,0.267,0.157,0,0.128,0
10.3,47.6,0.354,0.18,1,0.376,0
94.6,44.5,0.75,0.508,2,0.907,1
95.3,26.0,0.33,0.471,6,0.512,1
92.0,23.7,0.485,0.338,2,0.271,0
12.3,38.5,0.155,0.244,1,0.198,0
27.0,26.6,0.289,0.453,0,0.135,0
189.0,36.0,0.587,0.599,8,0.864,1
66.5,30.2,0.246,0.255,3,0.196,0
1.2,17.2,0.551,0.167,2,0.104,0
3.0,12.7,0.337,0.177,2,0.078,0
28.1,37.3,0.777,0.174,3,0.459,0
108.0,29.4,0.73,0.437,2,0.605,1
34.8,29.5,0.48,0.131,0,0.075,0
31.0,42.0,0.153,0.169,2,0.272,0
5.0,46.7,0.073,0.222,1,0.273,0
48.1,32.3,0.127,0.122,2,0.197,0
77.7,31.6,0.264,0.404,2,0.337,0
21.5,40.0,0.571,0.05,6,0.43,0
67.2,21.4,0.202,0.168,4,0.24,0
150.2,37.2,0.464,0.461,5,0.828,1
10.3,40.5,0.284,0.197,1,0.194,0
33.3,41.8,0.446,0.334,3,0.447,0
15.2,15.6,0.418,0.19,0,0.061,0
70.8,27.4,0.271,0.296,0,0.179,0
38.8,26.2,0.1,0.287,0,0.191,0
45.3,36.0,0.301,0.186,2,0.25,0
72.0,39.8,0.453,0.329,1,0.41,0
22.7,50.0,0.317,0.107,2,0.361,0
111.0,30.1,0.189,0.416,3,0.398,0
34.3,30.0,0.277,0.22,3,0.196,0
7.7,46.5,0.721,0.104,4,0.647,1
53.6,38.0,0.476,0.288,2,0.336,0
70.9,47.7,0.357,0.328,0,0.498,0
17.1,37.9,0.144,0.284,1,0.256,0
87.6,23.4,0.53,0.226,2,0.316,0
106.5,21.7,0.568,0.392,1,0.353,0
14.6,19.5,0.582,0.123,5,0.189,0
184.8,41.6,0.333,0.651,3,0.844,1
6.8,46.9,0.787,0.226,4,0.707,1
10.2,53.5,0.521,0.214,4,0.704,1
9.2,43.4,0.25,0.115,3,0.261,0
101.0,46.6,0.223,0.456,3,0.711,1
47.8,29.2,0.302,0.139,2,0.25,0
7.4,23.4,0.318,0.05,1,0.163,0
26.1,43.5,0.214,0.109,1,0.245,0
43.0,39.2,0.644,0.248,2,0.446,0
3.9,36.1,0.209,0.213,3,0.197,0
96.3,38.9,0.409,0.137,3,0.546,1
73.2,38.2,0.533,0.427,4,0.497,0
31.7,47.8,0.333,0.234,2,0.461,0
153.7,47.9,0.431,0.383,3,0.934,1
24.3,40.4,0.619,0.215,1,0.328,0
186.4,43.5,0.088,0.672,3,0.877,1
49.6,40.1,0.23,0.314,2,0.26,0
45.3,30.4,0.656,0.344,3,0.286,0
8.2,42.6,0.053,0.06,0,0.096,0
96.1,21.1,0.547,0.341,4,0.39,0
25.1,45.5,0.818,0.135,4,0.729,1
8.0,23.1,0.081,0.306,2,0.032,0
0.6,37.9,0.219,0.202,2,0.29,0
36.9,26.5,0.639,0.464,3,0.283,0
33.7,40.5,0.24,0.191,2,0.273,0
57.2,34.7,0.295,0.225,0,0.135,0
99.4,19.1,0.515,0.371,1,0.308,0
3.7,39.2,0.362,0.269,1,0.26,0
59.2,29.2,0.227,0.259,4,0.292,0
9.3,43.8,0.34,0.182,4,0.434,0
87.9,35.0,0.121,0.363,1,0.359,0
76.9,39.0,0.067,0.333,0,0.236,0
35.0,25.4,0.425,0.18,3,0.17,0
55.7,29.1,0.327,0.269,3,0.205,0
17.0,30.4,0.082,0.175,2,0.181,0
28.7,43.6,0.221,0.216,0,0.254,0
77.6,51.8,0.161,0.406,1,0.631,1
27.7,26.9,0.621,0.355,4,0.327,0
19.9,45.8,0.115,0.129,3,0.233,0
30.7,13.3,0.534,0.19,1,0.141,0
79.3,23.1,0.328,0.269,2,0.243,0
18.4,25.4,0.428,0.208,2,0.138,0
8.6,21.5,0.436,0.127,2,0.136,0
56.0,19.2,0.245,0.3,1,0.112,0
78.7,39.1,0.731,0.422,7,0.818,1
4.8,32.9,0.277,0.05,3,0.167,0
12.3,38.8,0.373,0.218,1,0.258,0
6.9,41.9,0.17,0.129,0,0.186,0
19.2,37.7,0.495,0.232,7,0.453,0
26.9,41.6,0.091,0.141,4,0.291,0
62.2,34.3,0.339,0.391,1,0.376,0
47.4,23.1,0.373,0.334,2,0.134,0
43.7,45.6,0.259,0.297,3,0.415,0
19.5,29.1,0.433,0.259,3,0.186,0
82.9,25.6,0.631,0.284,11,0.603,1
28.7,33.2,0.019,0.167,2,0.192,0
174.1,25.9,0.435,0.616,3,0.776,1
45.2,30.8,0.555,0.194,2,0.236,0
6.1,38.4,0.144,0.28,3,0.294,0
50.7,38.5,0.367,0.243,1,0.303,0
17.7,26.0,0.237,0.231,2,0.134,0
52.2,30.1,0.603,0.44,3,0.281,0
3.2,45.7,0.237,0.101,1,0.289,0
8.7,40.0,0.449,0.176,3,0.331,0
87.1,55.8,0.404,0.438,6,0.92,1
11.6,46.8,0.462,0.253,3,0.477,0
81.6,46.4,0.506,0.314,1,0.636,1
14.7,21.1,0.379,0.143,5,0.188,0
46.3,42.6,0.43,0.239,2,0.373,0
53.3,34.5,0.541,0.39,4,0.369,0
32.3,29.5,0.484,0.203,2,0.241,0
16.4,36.7,0.604,0.194,3,0.364,0
10.8,44.5,0.15,0.141,0,0.218,0
1.5,40.0,0.443,0.21,8,0.406,0
16.3,26.2,0.194,0.2,2,0.133,0
47.7,42.4,0.58,0.181,5,0.528,1
125.3,28.6,0.18,0.365,5,0.571,1
92.2,37.2,0.619,0.205,5,0.649,1
65.4,32.0,0.393,0.236,2,0.284,0
69.9,32.8,0.601,0.377,4,0.471,0
49.2,42.7,0.711,0.371,4,0.721,1
13.6,24.6,0.375,0.237,2,0.103,0
107.0,54.5,0.334,0.444,3,0.87,1
50.0,16.8,0.452,0.257,1,0.113,0
37.0,29.0,0.427,0.298,3,0.204,0
5.3,38.7,0.364,0.185,1,0.255,0
26.7,40.8,0.629,0.357,2,0.452,0
27.8,34.0,0.58,0.207,3,0.352,0
90.0,34.4,0.16,0.467,1,0.302,0
35.6,39.1,0.618,0.303,4,0.572,1
21.5,32.7,0.05,0.259,1,0.228,0
169.4,48.9,0.244,0.384,2,0.886,1
5.3,43.4,0.464,0.237,3,0.458,0
24.7,43.7,0.166,0.197,3,0.294,0
1.9,25.3,0.408,0.119,4,0.218,0
60.6,34.2,0.572,0.173,2,0.297,0
112.6,32.0,0.596,0.412,1,0.507,1
14.8,24.9,0.365,0.187,1,0.01,0
87.9,38.6,0.433,0.251,2,0.438,0
15.6,29.6,0.741,0.068,2,0.234,0
108.7,41.6,0.212,0.443,3,0.697,1
63.1,24.3,0.491,0.367,0,0.169,0
73.5,52.2,0.294,0.337,4,0.753,1
0.8,26.0,0.479,0.244,4,0.191,0
148.1,37.2,0.718,0.489,6,0.916,1
58.4,42.9,0.193,0.282,2,0.386,0
16.4,29.3,0.305,0.115,5,0.122,0
79.6,43.5,0.347,0.211,3,0.487,0
14.9,22.7,0.167,0.333,1,0.094,0
92.8,49.5,0.091,0.457,1,0.654,1
5.4,35.1,0.612,0.051,2,0.22,0
54.7,29.0,0.349,0.29,3,0.255,0
35.0,32.0,0.657,0.224,1,0.285,0
4.6,43.1,0.506,0.139,3,0.324,0
12.5,29.2,0.213,0.146,6,0.232,0
0.6,27.5,0.225,0.182,1,0.105,0
28.5,32.8,0.287,0.282,0,0.199,0
16.1,23.2,0.271,0.22,1,0.138,0
41.0,53.2,0.431,0.236,3,0.647,1
15.9,29.3,0.071,0.174,0,0.065,0
16.0,43.3,0.482,0.262,2,0.44,0
61.2,37.1,0.776,0.33,5,0.631,1
2.2,25.2,0.567,0.161,4,0.139,0
104.9,34.9,0.479,0.392,1,0.449,0
86.1,42.8,0.165,0.378,2,0.482,0
49.6,33.1,0.397,0.228,4,0.246,0
40.5,46.9,0.438,0.31,3,0.612,1
100.3,45.2,0.44,0.298,6,0.746,1
9.2,44.2,0.561,0.139,2,0.397,0
3.7,30.4,0.412,0.208,4,0.24,0
12.3,24.2,0.68,0.088,6,0.231,0
71.2,28.9,0.815,0.19,3,0.296,0
1.6,37.0,0.651,0.159,3,0.353,0
39.3,40.5,0.279,0.106,0,0.17,0
242.5,13.3,0.277,0.612,5,0.671,1
87.1,34.9,0.72,0.414,0,0.493,0
33.2,36.6,0.461,0.211,4,0.347,0
3.0,32.2,0.164,0.26,1,0.214,0
80.1,47.9,0.116,0.241,1,0.403,0
41.1,39.2,0.496,0.238,3,0.357,0
5.5,48.1,0.208,0.195,3,0.316,0
4.4,32.8,0.137,0.067,0,0.106,0
108.2,44.4,0.37,0.485,2,0.746,1
49.8,51.4,0.35,0.307,5,0.663,1
79.5,48.1,0.632,0.207,3,0.741,1
95.0,24.1,0.512,0.369,3,0.349,0
38.2,32.5,0.426,0.27,5,0.271,0
32.8,31.5,0.181,0.179,2,0.181,0
25.3,39.9,0.695,0.091,1,0.326,0
17.2,41.9,0.615,0.212,7,0.605,1
25.7,26.6,0.843,0.387,2,0.282,0
66.9,35.7,0.564,0.275,4,0.419,0
41.4,14.8,0.334,0.372,1,0.102,0
100.4,49.4,0.235,0.324,3,0.698,1
26.4,29.9,0.506,0.229,2,0.276,0
42.0,35.6,0.568,0.31,3,0.399,0
44.9,31.9,0.082,0.254,1,0.18,0
40.3,46.5,0.359,0.22,3,0.44,0
54.6,10.0,0.085,0.335,2,0.011,0
12.2,34.8,0.362,0.33,2,0.211,0
32.3,33.9,0.615,0.249,1,0.24,0
5.0,30.5,0.55,0.12,6,0.294,0
21.8,52.3,0.049,0.186,2,0.376,0
30.1,26.1,0.465,0.422,3,0.247,0
47.5,42.7,0.15,0.272,3,0.349,0
135.3,38.6,0.183,0.418,5,0.819,1
41.3,47.6,0.52,0.155,4,0.547,1
61.2,28.3,0.319,0.147,2,0.198,0
31.8,27.7,0.154,0.253,2,0.164,0
45.2,46.0,0.386,0.308,6,0.616,1
3.3,39.3,0.42,0.126,7,0.475,0
13.2,19.6,0.14,0.18,3,0.149,0
20.2,29.6,0.403,0.104,3,0.135,0
28.8,38.9,0.431,0.228,1,0.262,0
2.1,43.4,0.589,0.193,1,0.381,0
6.8,28.2,0.705,0.123,6,0.408,0
14.6,10.0,0.355,0.319,2,0.069,0
160.2,40.2,0.497,0.457,1,0.803,1
18.1,22.8,0.323,0.215,1,0.13,0
29.6,14.8,0.381,0.287,2,0.123,0
9.8,10.0,0.6,0.167,1,0.07,0
42.5,43.1,0.618,0.234,4,0.545,1
14.8,36.3,0.489,0.07,3,0.296,0
10.4,32.7,0.649,0.283,2,0.254,0
32.7,48.9,0.384,0.213,4,0.523,1
0.2,41.4,0.183,0.194,3,0.252,0
0.3,51.2,0.365,0.205,2,0.527,1
11.1,21.1,0.361,0.126,2,0.127,0
1.7,34.7,0.472,0.138,2,0.179,0
5.1,18.8,0.269,0.269,5,0.121,0
18.6,32.7,0.442,0.104,1,0.247,0
73.0,32.5,0.357,0.491,1,0.344,0
38.2,41.3,0.538,0.18,6,0.549,1
32.3,35.5,0.383,0.131,4,0.278,0
15.6,41.2,0.024,0.197,1,0.254,0
120.8,42.0,0.355,0.609,2,0.734,1
22.8,56.5,0.295,0.05,1,0.503,1
4.1,31.8,0.845,0.148,6,0.437,0
43.2,25.6,0.629,0.289,2,0.203,0
5.4,37.5,0.353,0.165,1,0.235,0
19.1,27.0,0.557,0.225,4,0.23,0
31.9,49.8,0.207,0.167,2,0.367,0
93.3,32.2,0.288,0.32,3,0.371,0
30.6,29.3,0.388,0.21,4,0.151,0
54.5,30.3,0.806,0.187,4,0.426,0
222.1,42.2,0.159,0.665,2,0.837,1
6.3,33.4,0.572,0.134,5,0.396,0
14.5,28.6,0.509,0.146,1,0.145,0
22.6,51.7,0.227,0.228,0,0.432,0
24.7,26.4,0.716,0.062,2,0.115,0
23.8,35.4,0.52,0.187,4,0.353,0
107.2,41.5,0.506,0.585,3,0.827,1
56.3,18.7,0.478,0.195,7,0.309,0
